OID_,Join_Count,STATE,COUNTY,MONTH,DAY,HOUR,MINUTE,PERSONS,PEDS,HARM_EV,TRAF_FLO,NO_LANES,HIT_RUN,WEATHER,FATALS,DAY_WEEK,DRUNK_DR,YEAR,TWAY_ID,latitude,longitude,metro
9375,1,6,29,12,5,19,32,3,1,Pedestrian,,,,1,1,2,0,2016,LEXINGTON ST,35.76713889,-119.2410417,Bakersfield MSA
9381,1,6,29,7,23,18,19,1,1,Pedestrian,,,,1,1,7,0,2016,HARRIS RD,35.30344167,-119.1188694,Bakersfield MSA
9393,1,6,29,11,14,17,36,1,1,Pedestrian,,,,1,1,2,0,2016,UNION AVE,35.39556389,-119.0029,Bakersfield MSA
9398,1,6,29,8,31,19,46,1,1,Bicyclist,,,,1,1,4,0,2016,MING AVE,35.33937778,-119.0300639,Bakersfield MSA
9401,1,6,29,9,4,13,4,1,1,Pedestrian,,,,1,1,1,0,2016,18TH ST,35.37530556,-119.0305167,Bakersfield MSA
9413,1,6,29,10,10,11,21,1,1,Pedestrian,,,,1,1,2,0,2016,WHITE LN,35.31845556,-119.0984361,Bakersfield MSA
9418,1,6,29,6,26,20,45,2,1,Pedestrian,,,,1,1,1,0,2016,SR-46,35.60151667,-119.3350444,Bakersfield MSA
9444,1,6,29,11,13,18,9,2,1,Pedestrian,,,,1,1,1,0,2016,TUCKER RD,35.12801111,-118.4676806,Bakersfield MSA
9446,1,6,29,11,19,13,57,1,1,Bicyclist,,,,1,1,7,0,2016,21ST ST,35.37808889,-119.0129167,Bakersfield MSA
9494,1,6,29,10,4,6,12,1,1,Pedestrian,,,,1,1,3,0,2016,CECIL AVE,35.77596111,-119.2569611,Bakersfield MSA
9497,1,6,29,12,21,17,57,1,1,Pedestrian,,,,1,1,4,0,2016,WIBLE RD,35.3201,-119.0389944,Bakersfield MSA
9499,1,6,29,12,8,19,5,2,1,Pedestrian,,,,2,1,5,0,2016,ASHE RD,35.32841111,-119.0743472,Bakersfield MSA
9534,1,6,29,11,28,19,51,2,1,Pedestrian,,,,1,1,2,0,2016,AUBURN ST,35.39773611,-118.9508056,Bakersfield MSA
9577,1,6,29,6,27,4,54,1,1,Pedestrian,,,,1,1,2,0,2016,SR-58,35.35226111,-118.9555611,Bakersfield MSA
9722,1,6,29,1,30,19,5,1,2,Pedestrian,,,,1,1,2,0,2017,SR-14,35.04913889,-118.1725472,Bakersfield MSA
9731,1,6,29,2,24,13,40,2,1,Pedestrian,,,,1,1,6,0,2017,SR-99,35.41541111,-119.0584417,Bakersfield MSA
9809,1,6,29,5,28,5,2,1,1,Pedestrian,,,,1,1,1,0,2017,SR-204 GOLDEN STATE HWY,35.39162222,-119.0258833,Bakersfield MSA
9852,1,6,29,1,7,19,3,1,1,Pedestrian,,,,2,1,7,0,2017,SR-178,35.38103611,-119.0141583,Bakersfield MSA
9854,1,6,29,6,3,21,40,1,1,Pedestrian,,,,1,1,7,1,2017,SR-184,35.24396111,-118.9143111,Bakersfield MSA
9966,1,6,29,3,16,5,30,1,1,Pedestrian,,,,1,1,5,0,2017,GARCES HWY,35.76140278,-119.2611806,Bakersfield MSA
9975,1,6,29,2,23,21,0,2,1,Pedestrian,,,,1,1,5,0,2017,SR-178 N CHINA LAKE BL,35.63515278,-117.6698361,Bakersfield MSA
10003,1,6,29,8,31,6,39,2,1,Bicyclist,,,,1,1,5,0,2017,PACHECO RD,35.31039167,-119.0039861,Bakersfield MSA
10105,1,6,29,11,14,10,0,1,1,Bicyclist,,,,1,1,3,0,2017,ALFRED HARRELL HWY,35.430975,-118.8883667,Bakersfield MSA
10117,1,6,29,1,16,21,30,1,1,Bicyclist,,,,1,1,2,1,2017,SR-204,35.38828889,-119.0209889,Bakersfield MSA
10221,1,6,29,3,29,19,53,3,1,Pedestrian,,,,1,1,4,1,2017,SR-43,35.56524167,-119.3333583,Bakersfield MSA
10255,1,6,29,5,12,21,33,1,1,Pedestrian,,,,1,1,6,0,2017,UNION AV,35.35749444,-119.0028889,Bakersfield MSA
10409,1,6,29,12,6,13,24,1,2,Pedestrian,,,,1,1,4,0,2017,HARRIS RD,35.30329722,-119.0681417,Bakersfield MSA
10438,1,6,29,1,13,21,22,3,1,Pedestrian,,,,1,1,6,1,2017,UNION AVE,35.37425278,-119.0030194,Bakersfield MSA
10440,1,6,29,2,26,4,17,1,1,Pedestrian,,,,10,1,1,0,2017,CALIFORNIA AV,35.36821389,-119.0420694,Bakersfield MSA
10441,1,6,29,7,21,2,29,1,1,Pedestrian,,,,1,1,6,1,2017,STOCKDALE HWY,35.354175,-119.05875,Bakersfield MSA
10443,1,6,29,8,2,13,8,5,2,Pedestrian,,,,1,1,4,0,2017,WIBLE RD,35.31730278,-119.0388889,Bakersfield MSA
10444,1,6,29,3,7,9,46,1,1,Pedestrian,,,,1,1,3,0,2017,ASHE RD,35.27425833,-119.0745028,Bakersfield MSA
10448,1,6,29,6,16,21,24,2,1,Pedestrian,,,,1,1,6,0,2017,STOCKDALE HWY,35.35428889,-119.0610444,Bakersfield MSA
10449,1,6,29,9,13,1,20,1,1,Pedestrian,,,,1,1,4,0,2017,BRUNDAGE LN,35.35393889,-118.9893861,Bakersfield MSA
10455,1,6,29,6,25,18,49,1,1,Pedestrian,,,,1,1,1,0,2017,MING AVE,35.33955,-119.0895722,Bakersfield MSA
10456,1,6,29,7,5,6,6,1,1,Bicyclist,,,,1,1,4,0,2017,JEFFERSON ST,35.38930833,-118.9981028,Bakersfield MSA
10458,1,6,29,7,6,23,37,1,1,Pedestrian,,,,1,1,5,1,2017,UNION AVE,35.37461667,-119.0028306,Bakersfield MSA
10460,1,6,29,3,14,21,4,1,1,Pedestrian,,,,1,1,3,0,2017,STINE RD,35.32652222,-119.0567833,Bakersfield MSA
10464,1,6,29,7,20,22,15,2,1,Pedestrian,,,,1,1,5,0,2017,CHESTER AV,35.37342222,-119.0187972,Bakersfield MSA
10468,1,6,29,4,12,22,9,2,1,Pedestrian,,,,1,1,4,0,2017,CALIFORNIA AV,35.36831944,-118.9988361,Bakersfield MSA
10477,1,6,29,11,26,18,44,3,1,Pedestrian,,,,1,1,1,0,2017,BAKER ST,35.368425,-118.9958583,Bakersfield MSA
10480,1,6,29,11,2,20,15,2,1,Pedestrian,,,,1,1,5,0,2017,CALIFORNIA WY,35.3633,-119.0579167,Bakersfield MSA
10493,1,6,29,5,5,8,0,3,1,Pedestrian,,,,1,1,6,0,2017,UNION AV,35.36731944,-119.0025333,Bakersfield MSA
10495,1,6,29,4,30,21,47,1,1,Pedestrian,,,,1,1,1,0,2017,FAIRVIEW RD,35.30305833,-119.0063028,Bakersfield MSA
10532,1,6,29,11,13,0,1,1,1,Pedestrian,,,,1,1,2,0,2017,GOLDEN STATE AV,35.38813333,-119.0204139,Bakersfield MSA
10818,1,6,29,1,20,20,25,2,1,Bicyclist,,,,1,1,7,0,2018,NORTH CHESTER AVE,35.41964722,-119.0211111,Bakersfield MSA
10876,1,6,29,1,26,20,0,3,1,Pedestrian,,,,1,1,6,0,2018,SIERRA HWY,34.86831667,-118.1636194,Bakersfield MSA
10919,1,6,29,1,25,17,58,1,1,Pedestrian,,,,1,1,5,0,2018,CHESTER AVE,35.366725,-119.0188611,Bakersfield MSA
10920,1,6,29,1,10,12,58,4,1,Pedestrian,,,,2,1,4,0,2018,SR-204-99 BUS UNION AVE,35.37332778,-119.0028583,Bakersfield MSA
11017,1,6,29,4,25,21,57,1,1,Pedestrian,,,,1,1,4,0,2018,STINE RD,35.33425,-119.0542556,Bakersfield MSA
11031,1,6,29,3,6,18,27,1,1,Pedestrian,,,,1,1,3,0,2018,SR-204 UNION AVE,35.36682222,-119.0028611,Bakersfield MSA
11114,1,6,29,2,21,18,17,3,1,Pedestrian,,,,1,1,4,0,2018,MING AVE,35.33961389,-119.0466667,Bakersfield MSA
11126,1,6,29,7,12,21,45,1,1,Pedestrian,,,,1,1,5,0,2018,WASHINGTON ST,35.3593,-118.9765,Bakersfield MSA
11560,1,6,29,7,17,6,33,1,1,Bicyclist,,,,1,1,3,0,2018,WILLIAMS AVE,35.36488889,-118.9813917,Bakersfield MSA
11598,1,6,29,12,22,19,3,4,1,Pedestrian,,,,1,1,7,0,2018,CR-AIRPORT DR,35.40369722,-119.0402917,Bakersfield MSA
11840,1,6,29,10,29,18,52,1,1,Pedestrian,,,,1,1,2,0,2018,TRUXTTUN AVE,35.37316667,-118.9806917,Bakersfield MSA
11931,1,6,29,1,7,18,15,3,1,Pedestrian,,,,1,1,2,0,2019,SR-14,34.89090833,-118.1659389,Bakersfield MSA
12087,1,6,29,4,5,22,45,1,1,Pedestrian,,,,1,1,6,0,2019,SR-99,35.34018889,-119.0397278,Bakersfield MSA
12118,1,6,29,2,13,20,14,3,1,Pedestrian,,,,1,1,4,0,2019,P ST,35.35789722,-119.0118806,Bakersfield MSA
12138,1,6,29,5,6,2,28,2,1,Pedestrian,,,,1,1,2,0,2019,SR-178,35.62563611,-118.4802889,Bakersfield MSA
12316,1,6,29,7,7,15,44,1,1,Pedestrian,,,,1,1,1,0,2019,11TH AVE,35.7699,-119.2490194,Bakersfield MSA
12456,1,6,29,1,28,16,35,2,1,Bicyclist,,,,1,1,2,0,2019,COMANCHE POINT RD,35.09452778,-118.6609667,Bakersfield MSA
12474,1,6,29,5,28,16,17,1,1,Pedestrian,,,,1,1,3,0,2019,BUCK OWENS BLVD,35.38556111,-119.04335,Bakersfield MSA
12497,1,6,29,11,20,9,30,1,1,Pedestrian,,,,2,1,4,0,2019,AIRPORT DR,35.40855,-119.0387667,Bakersfield MSA
12508,1,6,29,9,7,21,21,1,1,Bicyclist,,,,1,1,7,0,2019,KENTUCKY ST,35.37740833,-118.9861444,Bakersfield MSA
12645,1,6,29,10,19,11,25,1,1,Pedestrian,,,,1,1,7,0,2019,7TH ST,35.60155278,-119.3334611,Bakersfield MSA
12660,1,6,29,10,13,19,3,2,1,Pedestrian,,,,1,1,1,0,2019,SR-43,35.57515278,-119.334,Bakersfield MSA
12757,1,6,29,10,26,21,28,1,1,Pedestrian,,,,1,1,7,0,2019,ROBERTS LN,35.40869722,-119.0321111,Bakersfield MSA
12763,1,6,29,11,8,18,27,1,1,Pedestrian,,,,1,1,6,0,2019,MING AVE,35.33945833,-119.0149528,Bakersfield MSA
12869,1,6,29,6,7,13,3,1,1,Bicyclist,,,,1,1,6,0,2019,GOSFORD RD,35.32279722,-119.0928139,Bakersfield MSA
12870,1,6,29,4,2,20,50,1,1,Pedestrian,,,,1,1,3,0,2019,HALEY ST,35.40204167,-118.9763722,Bakersfield MSA
12871,1,6,29,6,10,21,36,1,1,Pedestrian,,,,1,1,2,0,2019,MING AV,35.33720833,-119.0632389,Bakersfield MSA
12872,1,6,29,7,23,21,19,1,1,Bicyclist,,,,1,1,3,1,2019,BAKERS ST,35.36959722,-118.9955333,Bakersfield MSA
12873,1,6,29,11,19,18,43,1,1,Pedestrian,,,,1,1,3,0,2019,COFFEE RD,35.38670833,-119.092375,Bakersfield MSA
12874,1,6,29,12,7,23,52,1,1,Pedestrian,,,,2,1,7,0,2019,COLUMBUS ST,35.39771389,-118.9613861,Bakersfield MSA
12875,1,6,29,11,24,2,57,1,1,Pedestrian,,,,1,1,1,0,2019,HOSKIN AVE,35.28140278,-119.0323111,Bakersfield MSA
12892,1,6,29,4,25,21,17,1,1,Pedestrian,,,,1,1,5,0,2019,SR-58 ROSEDALE HWY,35.38359722,-119.1159833,Bakersfield MSA
12921,1,6,29,4,4,2,39,1,1,Pedestrian,,,,1,1,5,0,2019,MING AVE,35.33549722,-119.0680778,Bakersfield MSA
12923,1,6,29,2,1,18,6,1,1,Pedestrian,,,,2,1,6,0,2019,H ST,35.36406111,-119.0212528,Bakersfield MSA
13163,1,6,29,3,22,19,26,1,1,Pedestrian,,,,2,1,1,0,2020,MT VERNON AVE,35.390275,-118.9675778,Bakersfield MSA
13181,1,6,29,3,9,5,32,1,1,Pedestrian,,,,1,1,2,0,2020,UNION AVE,35.35821111,-119.0030889,Bakersfield MSA
13204,1,6,29,5,20,23,50,1,1,Pedestrian,,,,1,1,4,1,2020,UNION AVE,35.36073889,-119.0028917,Bakersfield MSA
13216,1,6,29,5,2,23,43,3,1,Pedestrian,,,,1,1,7,0,2020,SR-99,35.76585833,-119.250225,Bakersfield MSA
13219,1,6,29,1,1,1,15,1,1,Pedestrian,,,,1,1,4,0,2020,ORIOLE ST,35.33569167,-119.0504861,Bakersfield MSA
13228,1,6,29,1,11,10,40,0,2,Pedestrian,,,,1,1,7,0,2020,CHAMBERS ST,35.62381667,-117.6542889,Bakersfield MSA
13231,1,6,29,5,15,17,30,1,1,Pedestrian,,,,1,1,6,0,2020,MERLE HAGGARD DR,35.44087222,-119.0277583,Bakersfield MSA
13340,1,6,29,6,15,21,0,1,1,Bicyclist,,,,1,1,2,1,2020,AVENUE A,34.82015556,-118.2477111,Bakersfield MSA
13344,1,6,29,7,19,21,28,1,1,Pedestrian,,,,1,1,1,0,2020,CHESTER AVE,35.36948889,-119.0187917,Bakersfield MSA
13345,1,6,29,8,9,23,27,1,1,Pedestrian,,,,1,1,1,0,2020,REAL RD,35.32910278,-119.0433889,Bakersfield MSA
13457,1,6,29,5,19,19,15,1,1,Pedestrian,,,,10,1,3,0,2020,SR-58 ON/OFF RAMP,35.13208889,-118.4475083,Bakersfield MSA
13486,1,6,29,9,30,22,45,1,1,Pedestrian,,,,1,1,4,0,2020,S H ST,35.31303889,-119.0214917,Bakersfield MSA
13513,1,6,29,6,3,22,24,2,1,Pedestrian,,,,1,1,4,0,2020,CALIFORNIA AVE,35.36870833,-119.0380444,Bakersfield MSA
13582,1,6,29,7,7,4,57,1,1,Bicyclist,,,,1,1,3,0,2020,OAK ST,35.35853611,-119.0394694,Bakersfield MSA
13583,1,6,29,11,20,19,33,1,1,Pedestrian,,,,1,1,6,0,2020,MING AV,35.33966389,-119.0557444,Bakersfield MSA
13604,1,6,29,7,10,0,59,1,1,Pedestrian,,,,1,1,6,0,2020,D ST ALLEY,35.59261389,-119.3363806,Bakersfield MSA
13637,1,6,29,10,11,20,0,1,1,Pedestrian,,,,1,1,1,0,2020,SR-58,35.35226944,-118.9847833,Bakersfield MSA
13685,1,6,29,12,19,17,32,1,1,Pedestrian,,,,1,1,7,0,2020,DR MARTIN LUTHER KING JR BL,35.35835,-118.9852611,Bakersfield MSA
13695,1,6,29,9,2,21,39,1,1,Pedestrian,,,,1,1,4,0,2020,CALLOWAY DR,35.38526944,-119.1099361,Bakersfield MSA
13817,1,6,29,12,17,99,99,1,1,Pedestrian,,,,10,1,5,0,2020,20TH ST WEST,34.83712778,-118.1669944,Bakersfield MSA
13887,1,6,29,11,25,18,27,1,1,Pedestrian,,,,1,1,4,0,2020,UNION AVE,35.39241667,-119.0029833,Bakersfield MSA
13914,1,6,29,12,12,23,4,1,1,Pedestrian,,,,1,1,7,0,2020,SR-58,35.35275833,-119.0278278,Bakersfield MSA
14274,1,6,29,2,7,19,35,2,1,Pedestrian,2,3,2,1,1,4,1,2001,SR-204,35.37565556,-119.0029028,Bakersfield MSA
14306,1,6,29,3,14,15,33,2,1,Bicyclist,1,2,0,1,1,4,0,2001,FAIRFAX RD,35.41399722,-118.9373528,Bakersfield MSA
14362,1,6,29,4,14,20,17,2,1,Pedestrian,1,2,0,1,1,7,1,2001,WILSON ROAD,35.33222222,-119.0506889,Bakersfield MSA
14366,1,6,29,4,28,13,50,2,1,Pedestrian,1,2,0,1,1,7,0,2001,SOUTH JAMES ST,35.49857778,-119.2730889,Bakersfield MSA
14370,1,6,29,4,11,21,54,2,1,Pedestrian,2,3,2,2,1,4,1,2001,SR-204,35.37074722,-119.0029222,Bakersfield MSA
14404,1,6,29,4,7,6,3,3,1,Pedestrian,9,9,0,2,1,7,0,2001,RANDOLPH ST,35.77718611,-119.2320778,Bakersfield MSA
14580,1,6,29,9,3,22,53,2,1,Pedestrian,2,3,0,1,1,2,1,2001,SR-204,35.37516111,-119.0029944,Bakersfield MSA
14659,1,6,29,1,28,9,40,2,1,Bicyclist,1,2,0,1,1,2,0,2002,JEFFERSON ST,35.7777,-119.2456917,Bakersfield MSA
14673,1,6,29,1,30,21,15,4,1,Pedestrian,3,3,2,1,1,4,1,2002,SR-99,35.76714167,-119.2505667,Bakersfield MSA
14698,1,6,29,1,15,18,10,2,1,Pedestrian,2,2,2,1,1,3,0,2002,SR-184,35.25494722,-118.9144528,Bakersfield MSA
14806,1,6,29,4,19,18,47,3,1,Pedestrian,1,2,0,1,1,6,1,2002,LERDO HWY,35.49981111,-119.2730722,Bakersfield MSA
14844,1,6,29,4,16,18,21,2,1,Pedestrian,5,2,0,1,1,3,0,2002,30TH ST,35.38686944,-119.0250139,Bakersfield MSA
14859,1,6,29,5,2,21,10,3,1,Pedestrian,1,2,2,1,1,5,0,2002,SIERRA HWY,34.82750833,-118.1571667,Bakersfield MSA
14888,1,6,29,5,7,17,21,7,2,Bicyclist,2,3,0,1,1,3,0,2002,SR-204,35.36466111,-119.0028722,Bakersfield MSA
14895,1,6,107,6,1,21,16,2,1,Bicyclist,1,2,2,1,1,7,1,2002,COUNTY LINE RD,35.79030278,-119.2625639,Bakersfield MSA
14918,1,6,29,6,4,21,15,2,1,Pedestrian,2,2,0,1,1,3,0,2002,CHINA GRADE LOOP,35.4271,-119.0245611,Bakersfield MSA
14963,1,6,29,7,6,14,48,4,1,Bicyclist,1,2,0,1,1,7,0,2002,SEQUOIA DR,35.41456111,-119.0344778,Bakersfield MSA
14969,1,6,29,7,3,21,30,2,1,Pedestrian,2,2,2,1,1,4,0,2002,SR-184,35.261975,-118.9143056,Bakersfield MSA
15222,1,6,29,11,7,6,5,3,1,Bicyclist,5,2,0,1,1,5,0,2002,ROBERTS LN,35.40865278,-119.0354111,Bakersfield MSA
15247,1,6,29,11,18,17,12,2,1,Pedestrian,1,2,0,1,1,2,0,2002,NORD AVE,35.38236389,-119.1987917,Bakersfield MSA
15343,1,6,29,10,5,3,35,2,1,Pedestrian,2,3,0,1,1,7,0,2002,SR-204,35.37620278,-119.0028028,Bakersfield MSA
15529,1,6,29,2,21,4,28,2,1,Bicyclist,2,3,0,1,1,6,0,2003,WHITE LANE,35.31815833,-119.0568111,Bakersfield MSA
15541,1,6,29,3,1,19,11,3,1,Pedestrian,2,3,0,1,1,7,1,2003,TRUXTON  AVE,35.37396389,-118.9924639,Bakersfield MSA
15579,1,6,29,3,17,19,44,2,1,Pedestrian,1,4,0,1,1,2,0,2003,BRUNDAGE LANE,35.35391389,-119.0092917,Bakersfield MSA
15602,1,6,29,3,30,20,37,3,1,Pedestrian,1,3,2,1,1,1,2,2003,SR-204,35.36641389,-119.0030583,Bakersfield MSA
15612,1,6,29,4,5,21,3,2,1,Pedestrian,1,2,0,1,1,7,0,2003,CHESTER AVE,35.4147,-119.0212194,Bakersfield MSA
15627,1,6,29,4,19,20,31,2,1,Pedestrian,3,3,0,1,1,7,2,2003,SR-204,35.36571389,-119.00305,Bakersfield MSA
15696,1,6,29,6,4,23,37,2,1,Bicyclist,1,2,0,1,1,4,0,2003,VIRGINIA AVE,35.36118889,-118.9930583,Bakersfield MSA
15777,1,6,29,7,28,9,9,2,1,Bicyclist,1,2,0,1,1,2,0,2003,HIGH ST,35.78435,-119.2512306,Bakersfield MSA
15883,1,6,29,9,19,18,46,2,1,Pedestrian,1,2,0,1,1,6,0,2003,GIBSON LN,35.50938889,-119.2845417,Bakersfield MSA
15973,1,6,29,10,24,19,0,3,1,Pedestrian,5,2,0,1,1,6,0,2003,H ST,35.30644722,-119.0213917,Bakersfield MSA
15979,1,6,29,10,27,17,20,2,1,Bicyclist,2,2,0,1,1,2,0,2003,BRIMHALL RD,35.36883056,-119.1057944,Bakersfield MSA
16031,1,6,29,10,2,18,13,4,1,Bicyclist,5,4,0,1,1,5,0,2003,SR-178,35.62249722,-117.6610333,Bakersfield MSA
16102,1,6,29,12,14,18,22,2,1,Pedestrian,2,3,0,1,1,1,0,2003,GOSFORD RD,35.31424444,-119.0921417,Bakersfield MSA
16117,1,6,29,12,21,13,14,3,1,Pedestrian,5,2,0,1,1,1,0,2003,CECIL AVE,35.7759,-119.2560611,Bakersfield MSA
16122,1,6,29,8,4,20,52,3,1,Pedestrian,2,3,0,1,1,2,0,2003,SR-204,35.36447778,-119.0029722,Bakersfield MSA
16250,1,6,29,1,17,1,52,2,1,Pedestrian,2,3,0,1,1,7,1,2004,MING AVE,35.33483056,-119.0724389,Bakersfield MSA
16256,1,6,29,1,24,2,20,2,1,Pedestrian,3,2,2,1,1,7,1,2004,SR-58,35.35227778,-118.9968694,Bakersfield MSA
16363,1,6,29,3,26,3,13,3,1,Pedestrian,1,3,0,2,1,6,2,2004,MING AVE,35.339375,-119.0394417,Bakersfield MSA
16406,1,6,29,4,15,21,25,2,1,Pedestrian,1,2,0,1,1,5,1,2004,DIGIORGIO RD,35.25239722,-118.9183917,Bakersfield MSA
16423,1,6,29,4,22,23,37,2,1,Pedestrian,2,2,0,1,1,5,2,2004,SOUTH UNION AVE,35.30851667,-119.0030833,Bakersfield MSA
16544,1,6,29,6,20,18,28,2,1,Pedestrian,1,2,0,1,1,1,0,2004,LAKE ST,35.37860556,-118.9868389,Bakersfield MSA
16670,1,6,29,8,27,19,50,2,1,Pedestrian,5,4,0,1,1,6,0,2004,ROBERTS LN,35.40865833,-119.0279139,Bakersfield MSA
16690,1,6,29,8,3,21,6,2,1,Pedestrian,5,4,0,1,1,3,0,2004,NORMA ST,35.64616667,-117.678825,Bakersfield MSA
16752,1,6,29,11,25,19,34,2,1,Pedestrian,1,2,2,1,1,5,1,2004,COTTONWOOD RD,35.32923889,-118.9855278,Bakersfield MSA
16869,1,6,29,12,4,17,58,2,1,Pedestrian,3,3,0,1,1,7,1,2004,SR-204,35.35980556,-119.0030306,Bakersfield MSA
16924,1,6,29,12,14,4,45,2,1,Pedestrian,3,2,0,1,1,3,1,2004,SR-58,35.35265278,-119.0149861,Bakersfield MSA
826,1,32,510,5,28,22,23,3,1,Pedestrian,1,4,0,1,1,7,0,2005,US-50,39.17534722,-119.7379639,Carson City Metropolitan
1631,1,32,510,1,19,17,52,2,1,Pedestrian,1,2,0,1,1,5,1,2006,CURRY ST,39.15899722,-119.7678556,Carson City Metropolitan
1655,1,32,510,10,17,3,28,2,1,Pedestrian,2,4,0,1,1,3,1,2006,US-50,39.17655278,-119.7331778,Carson City Metropolitan
3772,1,32,510,3,13,22,35,6,1,Pedestrian,2,7,,1,1,6,0,2009,US-395,39.14651389,-119.7675,Carson City Metropolitan
3783,1,32,510,6,7,23,26,2,1,Pedestrian,2,7,,1,1,1,1,2009,US-395,39.12894722,-119.7706,Carson City Metropolitan
6797,1,32,510,3,17,22,54,4,1,Pedestrian,,,,1,1,1,0,2013,US-50,39.176875,-119.7323333,Carson City Metropolitan
6810,1,32,510,2,8,6,33,1,1,Pedestrian,,,,1,1,6,0,2013,US-50,39.17107778,-119.754975,Carson City Metropolitan
7671,1,32,510,11,11,17,26,1,1,Pedestrian,,,,1,1,3,1,2014,STEWART ST,39.16581667,-119.7644444,Carson City Metropolitan
8623,1,32,510,9,17,14,50,1,1,Pedestrian,,,,1,1,5,0,2015,HOT SPRINGS RD,39.1813,-119.7668028,Carson City Metropolitan
9638,1,32,510,2,20,11,0,1,1,Pedestrian,,,,10,1,7,0,2016,SR-531 COLLEGE PKWY,39.19063889,-119.7729333,Carson City Metropolitan
9641,1,32,510,1,27,19,25,1,1,Pedestrian,,,,98,1,4,0,2016,BROWN ST,39.17940278,-119.7261083,Carson City Metropolitan
9654,1,32,510,3,2,20,8,1,1,Pedestrian,,,,1,1,4,0,2016,FAIRVIEW DR,39.17872778,-119.7237889,Carson City Metropolitan
9702,1,32,510,11,17,17,40,1,1,Pedestrian,,,,1,1,5,0,2016,STEWART ST,39.16722778,-119.7644972,Carson City Metropolitan
10761,1,32,510,9,29,7,25,1,1,Pedestrian,,,,10,1,6,0,2017,E LONG ST,39.17401944,-119.753,Carson City Metropolitan
11926,1,32,510,11,17,8,19,1,1,Pedestrian,,,,1,1,7,0,2018,US-50 E,39.17658056,-119.7332222,Carson City Metropolitan
14156,1,32,510,11,4,9,19,1,1,Bicyclist,,,,1,1,4,0,2020,US-50 W WILLIAM ST,39.17058611,-119.7578389,Carson City Metropolitan
14172,1,32,510,12,2,6,20,4,1,Pedestrian,,,,1,1,4,0,2020,US-395,39.19435,-119.7755,Carson City Metropolitan
15429,1,32,510,12,10,20,25,2,1,Pedestrian,2,2,0,1,1,3,0,2002,STEWART STREET,39.15869722,-119.7645222,Carson City Metropolitan
16179,1,32,510,1,6,11,48,2,1,Pedestrian,2,2,0,1,1,2,0,2003,US-395,39.174075,-119.766825,Carson City Metropolitan
16214,1,32,510,10,3,19,20,2,1,Pedestrian,2,2,0,1,1,6,1,2003,US-50,39.17072222,-119.7569444,Carson City Metropolitan
43,1,6,33,1,26,18,5,2,1,Pedestrian,1,2,0,1,1,4,0,2005,OLD HWY 53,38.95821389,-122.6313389,CenCal
327,1,6,23,7,14,13,12,3,2,Pedestrian,1,2,0,1,1,5,0,2005,F ST,40.779575,-124.1636167,CenCal
368,1,6,23,7,28,13,28,4,2,Pedestrian,1,2,2,1,1,5,0,2005,2ND ST,40.94057222,-124.0903556,CenCal
966,1,6,57,2,26,0,38,2,1,Pedestrian,1,2,0,1,1,1,1,2006,NORTHWOODS BLVD,39.35964444,-120.2478083,CenCal
1269,1,6,23,7,11,22,31,2,1,Pedestrian,2,2,0,1,1,3,1,2006,US-101,40.87900556,-124.0820972,CenCal
1284,1,6,21,8,23,19,0,3,1,Bicyclist,1,2,0,1,1,4,0,2006,SUISUN ST,39.75321667,-122.1931556,CenCal
1393,1,6,103,9,17,0,15,2,1,Pedestrian,1,2,0,1,1,1,1,2006,WALNUT ST,40.16838889,-122.257925,CenCal
1428,1,6,23,10,17,20,19,2,1,Pedestrian,5,2,0,1,1,3,0,2006,MYRTLE AVE,40.80146389,-124.1510167,CenCal
1478,1,6,33,11,10,12,0,1,1,Pedestrian,1,2,0,1,1,6,1,2006,34TH AVE,38.946525,-122.6054389,CenCal
1582,1,6,11,12,5,18,0,4,1,Pedestrian,1,2,0,1,1,3,0,2006,E ST,39.15356389,-122.1523361,CenCal
1748,1,6,57,2,24,16,38,3,1,Pedestrian,1,2,0,4,1,7,0,2007,COPENHAGEN DR,39.34033333,-120.2520056,CenCal
1835,1,6,15,4,11,20,23,3,1,Pedestrian,5,4,0,1,1,4,1,2007,US-101,41.76733056,-124.192525,CenCal
2074,1,6,23,8,30,20,43,2,1,Pedestrian,4,3,0,1,1,5,0,2007,H ST,40.79632778,-124.1623556,CenCal
2102,1,6,33,9,16,13,46,2,1,Pedestrian,1,2,0,1,1,1,1,2007,OLD HWY 53,38.95278333,-122.6310472,CenCal
2149,1,6,103,10,2,6,46,2,1,Pedestrian,3,2,0,1,1,3,0,2007,MAIN ST,40.17578889,-122.233425,CenCal
2248,1,6,23,9,22,16,58,2,1,Pedestrian,4,3,0,1,1,7,0,2007,US-101,40.80203056,-124.1715083,CenCal
2902,1,6,21,9,30,18,29,2,1,Pedestrian,1,4,0,1,1,3,0,2008,SR-162,39.52423333,-122.2032028,CenCal
2914,1,6,79,10,5,13,24,3,1,Pedestrian,5,2,0,1,1,1,0,2008,US-1,35.13569444,-120.6375389,CenCal
3144,1,6,23,1,5,11,39,2,1,Pedestrian,4,2,,2,1,2,0,2009,H ST,40.87538056,-124.0844139,CenCal
3159,1,6,103,1,12,17,51,2,1,Pedestrian,5,2,,1,1,2,0,2009,S JACKSON ST,40.16679722,-122.2378444,CenCal
